date,season_type,neutral,team_1,team_2,points_1,points_2,moneyline_1,moneyline_2,game_url
06 Mar 2010,Regular,0,Florida Panthers,Carolina Hurricanes,4,1,-117.0,-104.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/florida-panthers-carolina-hurricanes-GhVeCmup/
06 Mar 2010,Regular,0,Ottawa Senators,Toronto Maple Leafs,1,2,-207.0,168.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/ottawa-senators-toronto-maple-leafs-OIY3AR9d/
06 Mar 2010,Regular,0,Washington Capitals,New York Rangers,2,0,-294.0,239.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/washington-capitals-new-york-rangers-pSZaB7fj/
06 Mar 2010,Regular,0,New York Islanders,Boston Bruins,2,3,116.0,-140.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/new-york-islanders-boston-bruins-EqqUGTWS/
06 Mar 2010,Regular,0,Pittsburgh Penguins,Dallas Stars,6,3,-230.0,187.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/pittsburgh-penguins-dallas-stars-WKgPH9HM/
05 Mar 2010,Regular,0,Calgary Flames,New Jersey Devils,5,3,-102.0,-120.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/calgary-flames-new-jersey-devils-C4CMKvsg/
05 Mar 2010,Regular,0,Edmonton Oilers,Minnesota Wild,2,1,156.0,-191.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/edmonton-oilers-minnesota-wild-b18ILKRn/
05 Mar 2010,Regular,0,Chicago Blackhawks,Vancouver Canucks,6,3,-164.0,133.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/chicago-blackhawks-vancouver-canucks-4v9EM0Ct/
05 Mar 2010,Regular,0,Buffalo Sabres,Philadelphia Flyers,3,2,-120.0,-101.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/buffalo-sabres-philadelphia-flyers-2VMnRt4P/
05 Mar 2010,Regular,0,Detroit Red Wings,Nashville Predators,5,2,-198.0,162.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/detroit-red-wings-nashville-predators-MeFe2cRO/
04 Mar 2010,Regular,0,San Jose Sharks,Montreal Canadiens,3,2,-235.0,190.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/san-jose-sharks-montreal-canadiens-r5Gi3wCI/
04 Mar 2010,Regular,0,Arizona Coyotes,Colorado Avalanche,3,1,-167.0,135.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/arizona-coyotes-colorado-avalanche-lrHm4JdC/
04 Mar 2010,Regular,0,Dallas Stars,St. Louis Blues,1,6,-129.0,105.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/dallas-stars-st-louis-blues-Cz1S6LCg/
04 Mar 2010,Regular,0,Nashville Predators,Los Angeles Kings,4,2,-120.0,-103.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/nashville-predators-los-angeles-kings-4AcK8srs/
04 Mar 2010,Regular,0,Boston Bruins,Toronto Maple Leafs,3,2,-194.0,160.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/boston-bruins-toronto-maple-leafs-S44ckKsJ/
04 Mar 2010,Regular,0,Carolina Hurricanes,Ottawa Senators,4,1,-114.0,-110.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/carolina-hurricanes-ottawa-senators-82lditD6/
04 Mar 2010,Regular,0,New York Rangers,Pittsburgh Penguins,4,5,109.0,-132.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/new-york-rangers-pittsburgh-penguins-bTKiDNZP/
04 Mar 2010,Regular,0,Washington Capitals,Tampa Bay Lightning,5,4,-286.0,233.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/washington-capitals-tampa-bay-lightning-UBkhhMc0/
04 Mar 2010,Regular,0,Winnipeg Jets,New York Islanders,6,3,-155.0,128.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/winnipeg-jets-new-york-islanders-zkjlg2rf/
03 Mar 2010,Regular,0,Anaheim Ducks,Colorado Avalanche,3,4,-154.0,128.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/anaheim-ducks-colorado-avalanche-4Ms10pjK/
03 Mar 2010,Regular,0,Calgary Flames,Minnesota Wild,0,4,-151.0,124.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/calgary-flames-minnesota-wild-Yen5a45Q/
03 Mar 2010,Regular,0,Chicago Blackhawks,Edmonton Oilers,5,2,-400.0,310.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/chicago-blackhawks-edmonton-oilers-MNN2wNr7/
03 Mar 2010,Regular,0,Detroit Red Wings,Vancouver Canucks,3,6,-169.0,136.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/detroit-red-wings-vancouver-canucks-lQ7ws5qr/
03 Mar 2010,Regular,0,Florida Panthers,Philadelphia Flyers,7,4,125.0,-152.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/florida-panthers-philadelphia-flyers-lAPfuqEf/
03 Mar 2010,Regular,0,Buffalo Sabres,Washington Capitals,1,3,118.0,-145.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/buffalo-sabres-washington-capitals-IsH7nRLK/
02 Mar 2010,Regular,0,San Jose Sharks,New Jersey Devils,3,4,-153.0,127.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/san-jose-sharks-new-jersey-devils-0tmMQ3E7/
02 Mar 2010,Regular,0,Arizona Coyotes,St. Louis Blues,2,5,-141.0,116.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/arizona-coyotes-st-louis-blues-W0e5UoFr/
02 Mar 2010,Regular,0,Dallas Stars,Los Angeles Kings,1,5,-128.0,105.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/dallas-stars-los-angeles-kings-YsFOnfV9/
02 Mar 2010,Regular,0,Nashville Predators,Edmonton Oilers,4,3,-250.0,198.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/nashville-predators-edmonton-oilers-0UGGlG0c/
02 Mar 2010,Regular,0,Ottawa Senators,New York Rangers,1,4,-180.0,147.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/ottawa-senators-new-york-rangers-rXALQC8j/
02 Mar 2010,Regular,0,Pittsburgh Penguins,Buffalo Sabres,3,2,-182.0,149.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/pittsburgh-penguins-buffalo-sabres-lfDCkdoi/
02 Mar 2010,Regular,0,Tampa Bay Lightning,Philadelphia Flyers,2,7,107.0,-131.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/tampa-bay-lightning-philadelphia-flyers-4tCHRhgp/
02 Mar 2010,Regular,0,Boston Bruins,Montreal Canadiens,1,4,-178.0,145.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/boston-bruins-montreal-canadiens-vi4QZGo4/
02 Mar 2010,Regular,0,Columbus Blue Jackets,Vancouver Canucks,3,4,-117.0,-105.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/columbus-blue-jackets-vancouver-canucks-YD3UYz1A/
02 Mar 2010,Regular,0,New York Islanders,Chicago Blackhawks,5,3,163.0,-194.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/new-york-islanders-chicago-blackhawks-005MzcWc/
02 Mar 2010,Regular,0,Toronto Maple Leafs,Carolina Hurricanes,1,5,-132.0,108.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/toronto-maple-leafs-carolina-hurricanes-jZVtYfGG/
02 Mar 2010,Regular,0,Winnipeg Jets,Florida Panthers,4,2,-154.0,128.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/winnipeg-jets-florida-panthers-ClKkWYpT/
01 Mar 2010,Regular,0,Colorado Avalanche,Detroit Red Wings,2,3,-108.0,-115.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/colorado-avalanche-detroit-red-wings-fmzMxJ1o/
14 Feb 2010,Regular,0,Edmonton Oilers,Anaheim Ducks,3,7,117.0,-143.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/edmonton-oilers-anaheim-ducks-MwKsB3YM/
14 Feb 2010,Regular,0,Columbus Blue Jackets,Chicago Blackhawks,4,5,105.0,-128.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/columbus-blue-jackets-chicago-blackhawks-AehRCP3A/
14 Feb 2010,Regular,0,New York Islanders,Ottawa Senators,3,4,107.0,-130.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/new-york-islanders-ottawa-senators-h4FwCqJG/
14 Feb 2010,Regular,0,Minnesota Wild,Vancouver Canucks,6,2,-103.0,-120.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/minnesota-wild-vancouver-canucks-SW2MD5l4/
14 Feb 2010,Regular,0,New York Rangers,Tampa Bay Lightning,5,2,-135.0,125.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/new-york-rangers-tampa-bay-lightning-UopJEoZc/
14 Feb 2010,Regular,0,Pittsburgh Penguins,Nashville Predators,3,4,-185.0,155.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/pittsburgh-penguins-nashville-predators-zPpFFRJi/
13 Feb 2010,Regular,0,Los Angeles Kings,Colorado Avalanche,3,0,-164.0,132.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/los-angeles-kings-colorado-avalanche-dYoBG74o/
13 Feb 2010,Regular,0,Calgary Flames,Anaheim Ducks,3,1,-152.0,126.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/calgary-flames-anaheim-ducks-GbvKiORp/
13 Feb 2010,Regular,0,Chicago Blackhawks,Winnipeg Jets,5,4,-308.0,247.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/chicago-blackhawks-winnipeg-jets-Ekhhd4JT/
13 Feb 2010,Regular,0,Arizona Coyotes,Dallas Stars,0,3,-137.0,113.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/arizona-coyotes-dallas-stars-6PlpbQlH/
13 Feb 2010,Regular,0,St. Louis Blues,Washington Capitals,4,3,157.0,-187.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/st-louis-blues-washington-capitals-KShlcp4N/
13 Feb 2010,Regular,0,Buffalo Sabres,San Jose Sharks,3,1,-106.0,-115.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/buffalo-sabres-san-jose-sharks-YRxP0S4b/
13 Feb 2010,Regular,0,Carolina Hurricanes,New Jersey Devils,5,2,108.0,-132.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/carolina-hurricanes-new-jersey-devils-CClG2lzn/
13 Feb 2010,Regular,0,Detroit Red Wings,Ottawa Senators,4,1,-158.0,131.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/detroit-red-wings-ottawa-senators-fyvL18kh/
13 Feb 2010,Regular,0,Florida Panthers,Boston Bruins,2,3,117.0,-142.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/florida-panthers-boston-bruins-thxTanK4/
13 Feb 2010,Regular,0,Montreal Canadiens,Philadelphia Flyers,2,6,108.0,-132.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/montreal-canadiens-philadelphia-flyers-O0aua6ZA/
13 Feb 2010,Regular,0,New York Islanders,Tampa Bay Lightning,5,4,-119.0,-104.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/new-york-islanders-tampa-bay-lightning-b9pC3UKu/
12 Feb 2010,Regular,0,Colorado Avalanche,Arizona Coyotes,2,1,-139.0,115.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/colorado-avalanche-arizona-coyotes-rF9deXSI/
12 Feb 2010,Regular,0,Minnesota Wild,Winnipeg Jets,2,3,-176.0,144.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/minnesota-wild-winnipeg-jets-4OAhdDDC/
12 Feb 2010,Regular,0,St. Louis Blues,Toronto Maple Leafs,4,0,-143.0,117.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/st-louis-blues-toronto-maple-leafs-nmGmcgb6/
12 Feb 2010,Regular,0,Pittsburgh Penguins,New York Rangers,2,3,-213.0,198.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/pittsburgh-penguins-new-york-rangers-8dHqbZr0/
12 Feb 2010,Regular,0,Columbus Blue Jackets,Vancouver Canucks,3,4,-114.0,-110.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/columbus-blue-jackets-vancouver-canucks-jeXy2yas/
12 Feb 2010,Regular,0,New Jersey Devils,Nashville Predators,5,2,-164.0,150.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/new-jersey-devils-nashville-predators-EZHuaFTg/
12 Feb 2010,Regular,0,Philadelphia Flyers,Montreal Canadiens,3,2,-189.0,156.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/philadelphia-flyers-montreal-canadiens-YJMt1eEm/
11 Feb 2010,Regular,0,Los Angeles Kings,Edmonton Oilers,2,3,-333.0,273.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/los-angeles-kings-edmonton-oilers-lnoA6HjQ/
11 Feb 2010,Regular,0,Calgary Flames,Dallas Stars,1,3,-144.0,118.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/calgary-flames-dallas-stars-KCt67cyK/
11 Feb 2010,Regular,0,Detroit Red Wings,San Jose Sharks,2,3,-114.0,104.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/detroit-red-wings-san-jose-sharks-YVhDaoID/
11 Feb 2010,Regular,0,Florida Panthers,Vancouver Canucks,0,3,125.0,-151.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/florida-panthers-vancouver-canucks-tMs28wMD/
11 Feb 2010,Regular,0,Tampa Bay Lightning,Boston Bruins,4,5,-111.0,-113.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/tampa-bay-lightning-boston-bruins-KSl90R27/
11 Feb 2010,Regular,0,Carolina Hurricanes,Buffalo Sabres,4,3,104.0,-127.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/carolina-hurricanes-buffalo-sabres-Q5k517m1/
11 Feb 2010,Regular,0,Ottawa Senators,Washington Capitals,6,5,105.0,-127.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/ottawa-senators-washington-capitals-nFj12mYf/
10 Feb 2010,Regular,0,Anaheim Ducks,Edmonton Oilers,3,2,-257.0,210.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/anaheim-ducks-edmonton-oilers-KhK43TIl/
10 Feb 2010,Regular,0,Colorado Avalanche,Winnipeg Jets,4,3,-178.0,146.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/colorado-avalanche-winnipeg-jets-xpch493r/
10 Feb 2010,Regular,0,Minnesota Wild,Arizona Coyotes,2,3,-135.0,125.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/minnesota-wild-arizona-coyotes-K4AQ8keR/
10 Feb 2010,Regular,0,Montreal Canadiens,Washington Capitals,6,5,161.0,-196.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/montreal-canadiens-washington-capitals-OxHHABQE/
10 Feb 2010,Regular,0,Pittsburgh Penguins,New York Islanders,3,1,-308.0,248.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/pittsburgh-penguins-new-york-islanders-616M9VuL/
10 Feb 2010,Regular,0,Columbus Blue Jackets,San Jose Sharks,3,0,122.0,-148.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/columbus-blue-jackets-san-jose-sharks-pnIDBiB8/
10 Feb 2010,Regular,0,New Jersey Devils,Philadelphia Flyers,2,3,-164.0,133.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/new-jersey-devils-philadelphia-flyers-hE0Nn8Y7/
10 Feb 2010,Regular,0,New York Rangers,Nashville Predators,1,2,-117.0,-104.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/new-york-rangers-nashville-predators-EN1JmlJ1/
09 Feb 2010,Regular,0,Chicago Blackhawks,Dallas Stars,4,3,-235.0,189.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/chicago-blackhawks-dallas-stars-WbCElU3e/
09 Feb 2010,Regular,0,St. Louis Blues,Detroit Red Wings,4,3,115.0,-139.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/st-louis-blues-detroit-red-wings-KO8AkAlk/
09 Feb 2010,Regular,0,Ottawa Senators,Calgary Flames,3,2,-151.0,123.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/ottawa-senators-calgary-flames-KzaWfWQR/
09 Feb 2010,Regular,0,Tampa Bay Lightning,Vancouver Canucks,3,1,116.0,-141.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/tampa-bay-lightning-vancouver-canucks-Q196jjZr/
09 Feb 2010,Regular,0,Buffalo Sabres,Boston Bruins,2,3,-151.0,123.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/buffalo-sabres-boston-bruins-Uo6JcYt9/
09 Feb 2010,Regular,0,Carolina Hurricanes,Florida Panthers,4,1,-126.0,103.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/carolina-hurricanes-florida-panthers-2a4ReCBL/
09 Feb 2010,Regular,0,New York Islanders,Nashville Predators,4,3,117.0,-141.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/new-york-islanders-nashville-predators-O85NdhdF/
08 Feb 2010,Regular,0,Anaheim Ducks,Los Angeles Kings,4,2,-116.0,-105.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/anaheim-ducks-los-angeles-kings-Gr2FbER2/
08 Feb 2010,Regular,0,Arizona Coyotes,Edmonton Oilers,6,1,-228.0,186.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/arizona-coyotes-edmonton-oilers-ALaOZUl2/
08 Feb 2010,Regular,0,Colorado Avalanche,St. Louis Blues,5,2,-128.0,105.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/colorado-avalanche-st-louis-blues-WU0KzBZe/
08 Feb 2010,Regular,0,Philadelphia Flyers,New Jersey Devils,3,2,-115.0,-108.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/philadelphia-flyers-new-jersey-devils-pE2CxX4q/
08 Feb 2010,Regular,0,Toronto Maple Leafs,San Jose Sharks,2,3,141.0,-170.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/toronto-maple-leafs-san-jose-sharks-O41GyiKk/
07 Feb 2010,Regular,0,Montreal Canadiens,Boston Bruins,0,3,-112.0,-111.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/montreal-canadiens-boston-bruins-vXPqsDdS/
07 Feb 2010,Regular,0,Washington Capitals,Pittsburgh Penguins,5,4,-189.0,158.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/washington-capitals-pittsburgh-penguins-MBcXsgsM/
06 Feb 2010,Regular,0,Colorado Avalanche,Edmonton Oilers,3,0,-251.0,203.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/colorado-avalanche-edmonton-oilers-SlbTrZRF/
06 Feb 2010,Regular,0,Minnesota Wild,Philadelphia Flyers,2,1,107.0,-131.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/minnesota-wild-philadelphia-flyers-hW5Goyrc/
06 Feb 2010,Regular,0,Nashville Predators,San Jose Sharks,3,4,109.0,-132.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/nashville-predators-san-jose-sharks-WM4Kpec3/
06 Feb 2010,Regular,0,St. Louis Blues,Chicago Blackhawks,1,2,119.0,-145.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/st-louis-blues-chicago-blackhawks-lbaPqFC9/
06 Feb 2010,Regular,0,Columbus Blue Jackets,Buffalo Sabres,4,0,-130.0,107.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/columbus-blue-jackets-buffalo-sabres-xQzNNXkj/
06 Feb 2010,Regular,0,New York Islanders,Carolina Hurricanes,1,3,-155.0,129.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/new-york-islanders-carolina-hurricanes-zBgQMi5d/
06 Feb 2010,Regular,0,New York Rangers,New Jersey Devils,3,1,106.0,-129.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/new-york-rangers-new-jersey-devils-f1oIODzp/
06 Feb 2010,Regular,0,Tampa Bay Lightning,Calgary Flames,2,1,-119.0,-103.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/tampa-bay-lightning-calgary-flames-IyOltt6H/
06 Feb 2010,Regular,0,Toronto Maple Leafs,Ottawa Senators,5,0,107.0,-131.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/toronto-maple-leafs-ottawa-senators-l2JpsMjB/
06 Feb 2010,Regular,0,Winnipeg Jets,Florida Panthers,4,2,-117.0,-104.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/winnipeg-jets-florida-panthers-6gdYs2y5/
06 Feb 2010,Regular,0,Dallas Stars,Arizona Coyotes,4,0,-141.0,117.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/dallas-stars-arizona-coyotes-OU6TrrMb/
06 Feb 2010,Regular,0,Los Angeles Kings,Detroit Red Wings,4,3,-122.0,101.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/los-angeles-kings-detroit-red-wings-AR2PqO6h/
06 Feb 2010,Regular,0,Montreal Canadiens,Pittsburgh Penguins,5,3,127.0,-153.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/montreal-canadiens-pittsburgh-penguins-G43Lp4in/
06 Feb 2010,Regular,0,Boston Bruins,Vancouver Canucks,2,3,-101.0,-120.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/boston-bruins-vancouver-canucks-xE4Hopxt/
05 Feb 2010,Regular,0,Chicago Blackhawks,Arizona Coyotes,1,2,-247.0,195.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/chicago-blackhawks-arizona-coyotes-pOJNR06U/
05 Feb 2010,Regular,0,Buffalo Sabres,Carolina Hurricanes,3,4,-220.0,177.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/buffalo-sabres-carolina-hurricanes-CALFTMyI/
05 Feb 2010,Regular,0,Florida Panthers,Calgary Flames,1,2,-120.0,-102.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/florida-panthers-calgary-flames-6XKJStiO/
05 Feb 2010,Regular,0,New Jersey Devils,Toronto Maple Leafs,4,3,-230.0,184.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/new-jersey-devils-toronto-maple-leafs-b7HBU2MB/
05 Feb 2010,Regular,0,Washington Capitals,Winnipeg Jets,5,2,-317.0,262.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/washington-capitals-winnipeg-jets-GrS6Vr75/
04 Feb 2010,Regular,0,Los Angeles Kings,Anaheim Ducks,6,4,-176.0,142.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/los-angeles-kings-anaheim-ducks-YZ4fWOia/
04 Feb 2010,Regular,0,Minnesota Wild,Edmonton Oilers,4,2,-241.0,192.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/minnesota-wild-edmonton-oilers-Q91nYpNn/
04 Feb 2010,Regular,0,Nashville Predators,Colorado Avalanche,5,3,-148.0,122.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/nashville-predators-colorado-avalanche-roCsZQ7t/
04 Feb 2010,Regular,0,St. Louis Blues,San Jose Sharks,2,4,117.0,-142.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/st-louis-blues-san-jose-sharks-400jX4xg/
04 Feb 2010,Regular,0,Ottawa Senators,Vancouver Canucks,3,1,-103.0,-120.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/ottawa-senators-vancouver-canucks-jX8PENMO/
04 Feb 2010,Regular,0,Tampa Bay Lightning,New York Islanders,5,2,-150.0,124.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/tampa-bay-lightning-new-york-islanders-8hLFw7aP/
04 Feb 2010,Regular,0,Boston Bruins,Montreal Canadiens,2,3,-165.0,134.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/boston-bruins-montreal-canadiens-f5FGGqhC/
04 Feb 2010,Regular,0,Columbus Blue Jackets,Dallas Stars,2,1,-133.0,110.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/columbus-blue-jackets-dallas-stars-GEGCHPx6/
04 Feb 2010,Regular,0,New York Rangers,Washington Capitals,5,6,125.0,-153.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/new-york-rangers-washington-capitals-CtALF37I/
03 Feb 2010,Regular,0,Anaheim Ducks,Detroit Red Wings,3,1,-135.0,112.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/anaheim-ducks-detroit-red-wings-MiH8I5Na/
03 Feb 2010,Regular,0,Edmonton Oilers,Philadelphia Flyers,1,0,160.0,-191.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/edmonton-oilers-philadelphia-flyers-4WldJo8g/
03 Feb 2010,Regular,0,Calgary Flames,Carolina Hurricanes,4,1,-172.0,140.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/calgary-flames-carolina-hurricanes-M7aiKRhm/
03 Feb 2010,Regular,0,Chicago Blackhawks,St. Louis Blues,2,3,-254.0,207.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/chicago-blackhawks-st-louis-blues-rH0mL7ws/
03 Feb 2010,Regular,0,Buffalo Sabres,Ottawa Senators,2,4,-142.0,117.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/buffalo-sabres-ottawa-senators-QNbMPmVP/
02 Feb 2010,Regular,0,Los Angeles Kings,New York Rangers,2,1,-175.0,125.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/los-angeles-kings-new-york-rangers-tAcR1pwJ/
02 Feb 2010,Regular,0,San Jose Sharks,Detroit Red Wings,2,4,-189.0,158.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/san-jose-sharks-detroit-red-wings-nXaIQTFJ/
02 Feb 2010,Regular,0,Colorado Avalanche,Columbus Blue Jackets,5,1,-184.0,150.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/colorado-avalanche-columbus-blue-jackets-S6gN2QNC/
02 Feb 2010,Regular,0,Dallas Stars,Minnesota Wild,4,2,-138.0,114.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/dallas-stars-minnesota-wild-fgeF4ng0/
02 Feb 2010,Regular,0,Nashville Predators,Arizona Coyotes,0,1,-151.0,123.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/nashville-predators-arizona-coyotes-YqfJ3686/
02 Feb 2010,Regular,0,Montreal Canadiens,Vancouver Canucks,3,2,130.0,-160.0,https://www.oddsportal.com/hockey/usa/nhl-2009-2010/montreal-canadiens-vancouver-canucks-xI0A5Swf/
